id;festival;categoria;año;premiado_a
8263;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;2009; Laura Dern 
8264;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;2008; Samantha Morton 
8265;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;2007; Emily Blunt 
8266;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;2006; Sandra Oh 
8267;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;2005; Anjelica Huston 
8268;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;2004; Mary-Louise Parker 
8269;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;2003; Kim Cattrall 
8270;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;2002; Rachel Griffiths 
8271;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;2001; Vanessa Redgrave 
8272;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;2000; Nancy Marchand 
8273;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1999; Camryn Manheim 
8274;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1998; Faye Dunaway 
8275;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1997; Angelina Jolie 
8276;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1996; Kathy Bates 
8277;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1995; Shirley Knight 
8278;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1994; Miranda Richardson 
8279;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1993; Julia Louis-Dreyfus 
8280;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1992; Joan Plowright 
8281;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1991; Amanda Donohoe 
8282;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1990; Piper Laurie 
8283;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1989; Amy Madigan 
8284;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1988; Katherine Helmond 
8285;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1987; Claudette Colbert 
8286;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1986; Olivia de Havilland 
8287;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1985; Sylvia Sidney 
8288;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1984; Faye Dunaway 
8289;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1983; Barbara Stanwyck 
8290;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1982; Shelley Long 
8291;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1981; Valerie Bertinelli 
8292;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1980; Diane Ladd 
8293;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1979; Valerie Bertinelli 
8294;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1978; Polly Holliday 
8295;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1977; Polly Holliday 
8296;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1976; Josette Banzet 
8297;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1975; Hermione Baddeley 
8298;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1974; Betty Garrett 
8299;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1973; Ellen Corby 
8300;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1972; Ruth Buzzi 
8301;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1971; Sue Ane Langdon 
8302;Premios Globos de Oro ; Mejor actriz secundaria en una serie, miniserie o película para TV: ;1970; Gail Fisher 
8303;Premios Emmy ; Mejor Serie de Drama: ;2022; [Mejor Western] 
8304;Premios Emmy ; Mejor Serie de Drama: ;2021; [De una hora o mayor duración] 
8305;Premios Emmy ; Mejor Serie de Drama: ;2020; [Mejor Antología] 
8306;Premios Emmy ; Mejor Serie de Drama: ;2019; [Serie de una hora o más] Caesar's Hour 
8307;Premios Emmy ; Mejor Serie de Drama: ;2018; [Serie de media hora o menos] 
8308;Premios Emmy ; Mejor Serie de Drama: ;2017; [Programa de misterio, acción o aventuras] 
8309;Premios Emmy ; Mejor Serie de Drama: ;2016; [Programa de misterio, acción o aventuras] 
8310;Premios Emmy ; Mejor Serie de Drama: ;2015; [Programa de misterio, acción o aventuras] 
8311;Premios Emmy ; Mejor Serie de Comedia: ;2022; [Programa Entretenimiento] Young People's Concerts: What Is Sonata Form? 
8312;Premios Emmy ; Mejor Serie de Comedia: ;2021; [Programa Entretenimiento] 
8313;Premios Emmy ; Mejor Serie de Comedia: ;2020; [Programa Entretenimiento] My Name Is Barbra 
8314;Premios Emmy ; Mejor Serie de Comedia: ;2019; [Programa Entretenimiento] 
8315;Premios Emmy ; Mejor Telefilm: ;2022; [Programa Dramático] 
8316;Premios Emmy ; Mejor Telefilm: ;2021; [Programa Dramático] 
8317;Premios Emmy ; Mejor Telefilm: ;2020; [Mejor programa individual: drama o comedia] 
8318;Premios Emmy ; Mejor Telefilm: ;2019;" ""The Necklace"" "
8319;Premios Emmy ; Mejor Miniserie o Telefilm: ;2022; [Mejor programa individual: drama o comedia] 
8320;Premios Emmy ; Mejor Miniserie o Telefilm: ;2021; [Mejor programa individual: drama o comedia] 
8321;Premios Emmy ; Mejor Miniserie o Telefilm: ;2020; [Programa dramático] 
8322;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2022; Lee Jung-jae 
8323;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2021; Josh O'Connor 
8324;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2020; Jeremy Strong 
8325;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2019; Billy Porter 
8326;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2018; Matthew Rhys 
8327;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2017; Sterling K. Brown 
8328;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2016; Rami Malek 
8329;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2015; Jon Hamm 
8330;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2014; Bryan Cranston 
8331;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2013; Jeff Daniels 
8332;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2012; Damian Lewis 
8333;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2011; Kyle Chandler 
8334;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2010; Bryan Cranston 
8335;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2009; Bryan Cranston 
8336;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2008; Bryan Cranston 
8337;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2007; James Spader 
8338;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2006; Kiefer Sutherland 
8339;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2005; James Spader 
8340;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2004; James Spader 
8341;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2003; James Gandolfini 
8342;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2002; Michael Chiklis 
8343;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2001; James Gandolfini 
8344;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2000; James Gandolfini 
8345;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1999; Dennis Franz 
8346;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1998; André Braugher 
8347;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1997; Dennis Franz 
8348;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1996; Dennis Franz 
8349;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1995; Mandy Patinkin 
8350;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1994; Dennis Franz 
8351;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1993; Tom Skerritt 
8352;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1992; Christopher Lloyd 
8353;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1991; James Earl Jones 
8354;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1990; Peter Falk 
8355;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1989; Carroll O'Connor 
8356;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1988; Richard Kiley 
8357;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1987; Bruce Willis 
8358;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1986; William Daniels 
8359;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1985; William Daniels 
8360;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1984; Tom Selleck 
8361;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1983; Ed Flanders 
8362;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1982; Daniel J. Travanti 
8363;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1981; Daniel J. Travanti 
8364;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1980; Ed Asner 
8365;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1979; Ron Leibman 
8366;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1978; Ed Asner 
8367;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1977; James Garner 
8368;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1976; Peter Falk 
8369;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1975; Robert Blake 
8370;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1974; Telly Savalas 
8371;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1973; Richard Thomas 
8372;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1972; Peter Falk 
8373;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1971; Hal Holbrook 
8374;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1970; Robert Young 
8375;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1969; Carl Betz 
8376;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1968; Melvyn Douglas [Mejor interpretación única] 
8377;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1967; Bill Cosby 
8378;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1966; Peter Ustinov [Mejor interpretación única] 
8379;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1965; Bill Cosby 
8380;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1964; Cliff Robertson [Mejor interpretación única] 
8381;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1963; Bill Cosby 
8382;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1962; Raymond Burr 
8383;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1961; Robert Young 
8384;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2022; Jason Sudeikis 
8385;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2021; Jason Sudeikis 
8386;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2020; Eugene Levy 
8387;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2019; Bill Hader 
8388;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2018; Bill Hader 
8389;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2017; Donald Glover 
8390;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2016; Jeffrey Tambor 
8391;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2015; Jeffrey Tambor 
8392;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2014; Jim Parsons 
8393;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2013; Jim Parsons 
8394;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2012; Jon Cryer 
8395;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2011; Jim Parsons 
8396;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2010; Jim Parsons 
8397;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2009; Alec Baldwin 
8398;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2008; Alec Baldwin 
8399;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2007; Ricky Gervais 
8400;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2006; Tony Shalhoub 
8401;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2005; Tony Shalhoub 
8402;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2004; Kelsey Grammer 
8403;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2003; Tony Shalhoub 
8404;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2002; Ray Romano 
8405;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2001; Eric McCormack 
8406;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2000; Michael J. Fox 
8407;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1999; John Lithgow 
8408;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1998; Kelsey Grammer 
8409;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1997; John Lithgow 
8410;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1996; John Lithgow 
8411;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1995; Kelsey Grammer 
8412;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1994; Kelsey Grammer 
8413;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1993; Ted Danson 
8414;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1992; Craig T. Nelson 
8415;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1991; Burt Reynolds 
8416;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1990; Ted Danson 
8417;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1989; Richard Mulligan 
8418;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1988; Michael J. Fox 
8419;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1987; Michael J. Fox 
8420;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1986; Michael J. Fox 
8421;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1985; Robert Guillaume 
8422;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1984; John Ritter 
8423;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1983; Judd Hirsch 
8424;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1982; Alan Alda 
8425;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1981; Judd Hirsch 
8426;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1980; Richard Mulligan 
8427;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1979; Carroll O'Connor 
8428;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1978; Carroll O'Connor 
